state,q_sell,q_hold,q_buy,best_action,q_margin,trend,volume,volatility,recent_return,sec_ai,lots
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=3,0.10353857848667826,0.10634586556184406,0.10718557723441384,BUY,0.0008397116725697845,medium,high,medium,high,high,3
trend=medium|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=3,0.09052648926555834,0.11327816967833125,0.08967587972516922,HOLD,0.02275168041277291,medium,low,medium,low,low,3
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.09352308967264522,0.09448879209432207,0.09064034759388225,HOLD,0.0009657024216768451,medium,medium,medium,medium,low,3
trend=medium|volume=high|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.0973754055220217,0.09103856830970575,0.09037200937589819,SELL,0.006336837212315954,medium,high,medium,low,low,4
trend=medium|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=4,0.08868162394734501,0.03608056700928814,0.05321095777300895,SELL,0.03547066617433606,medium,high,medium,low,medium,4
trend=medium|volume=high|volatility=high|recent_return=medium|sec_ai=low|lots=2,0.07402058796296096,0.07219410286076741,0.08759500864481048,BUY,0.013574420681849525,medium,high,high,medium,low,2
trend=medium|volume=medium|volatility=high|recent_return=low|sec_ai=medium|lots=3,0.08606468384515215,0.07771629694804907,0.06414655939169817,SELL,0.008348386897103072,medium,medium,high,low,medium,3
trend=medium|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=3,0.07804981664246156,0.08528480102434115,0.07890382804422029,HOLD,0.006380972980120858,medium,high,high,low,high,3
trend=medium|volume=medium|volatility=high|recent_return=low|sec_ai=low|lots=3,0.07305484591285101,0.08240639297747912,0.07517002539228335,HOLD,0.007236367585195774,medium,medium,high,low,low,3
trend=medium|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=4,0.09242517812393018,0.09142249112914945,0.09013148382400094,SELL,0.0010026869947807326,medium,medium,high,high,low,4
trend=medium|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.09659200493264608,0.09380754150926933,0.09406965844736162,SELL,0.00252234648528446,medium,medium,high,medium,low,4
trend=medium|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.08383611169487852,0.08434814124277043,0.09115808849296513,BUY,0.006809947250194695,medium,low,high,medium,low,4
trend=medium|volume=low|volatility=high|recent_return=high|sec_ai=medium|lots=3,0.0684260172166701,0.07636585278001319,0.050810152768255026,HOLD,0.007939835563343087,medium,low,high,high,medium,3
trend=medium|volume=low|volatility=high|recent_return=medium|sec_ai=medium|lots=4,0.008152946073164165,0.003378948647998138,0.03446511653905723,BUY,0.02631217046589307,medium,low,high,medium,medium,4
trend=medium|volume=low|volatility=high|recent_return=high|sec_ai=medium|lots=4,0.0565124579391193,0.0044299854920077115,0.0030799045289729684,SELL,0.05208247244711159,medium,low,high,high,medium,4
trend=medium|volume=low|volatility=high|recent_return=low|sec_ai=medium|lots=4,0.06861765819510303,0.00614277713196049,0.0032905752915071106,SELL,0.06247488106314254,medium,low,high,low,medium,4
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=3,0.0798427225512219,0.05473098734601088,0.021804113756799765,SELL,0.025111735205211025,medium,medium,medium,low,medium,3
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=2,0.0769350223549288,0.07004953064281731,0.08091522600171726,BUY,0.003980203646788458,medium,high,medium,high,medium,2
trend=medium|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=3,0.0851731738658035,0.0875489398509243,0.06887155497943821,HOLD,0.0023757659851207924,medium,high,medium,low,medium,3
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=2,0.08256522418036763,0.08075445325147988,0.0807402846460799,SELL,0.0018107709288877477,medium,medium,medium,high,medium,2
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.07315443480824585,0.045773660419863596,0.025415244033711946,SELL,0.027380774388382254,medium,medium,medium,medium,medium,3
trend=medium|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=4,0.04682857511700686,0.003419094340853383,-0.0023545394953574986,SELL,0.043409480776153475,medium,high,medium,medium,medium,4
trend=medium|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.07829053998886992,0.05909533353049597,0.020053880096085615,SELL,0.01919520645837395,medium,high,medium,medium,medium,3
trend=medium|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.08343575733561034,0.027362564135880642,0.005016786289900676,SELL,0.0560731931997297,medium,low,medium,medium,medium,3
trend=medium|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=2,0.08469329331219735,0.03659177052754351,0.05468241777617164,SELL,0.030010875536025716,medium,low,medium,low,medium,2
trend=medium|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=2,0.08232523256472375,0.07816895209340205,0.07675082034487433,SELL,0.004156280471321702,medium,high,medium,medium,medium,2
trend=high|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=2,0.11868981486823175,0.12340206142942123,0.11753927720055317,HOLD,0.004712246561189473,high,low,high,low,high,2
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=3,0.12384155937183096,0.12601634860348182,0.12347567509649388,HOLD,0.0021747892316508616,high,medium,medium,high,low,3
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=2,0.14420802423739448,0.1427033459953441,0.13757248220139184,SELL,0.001504678242050389,high,high,medium,medium,medium,2
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=medium|lots=2,0.15220024741869823,0.15313188291592036,0.1587197819721801,BUY,0.005587899056259726,high,high,high,low,medium,2
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=medium|lots=1,0.15508378694190375,0.17209666425195558,0.1597559108269814,HOLD,0.012340753424974177,high,high,high,high,medium,1
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=medium|lots=1,0.1568118311575859,0.15936876157278945,0.16247987362830388,BUY,0.0031111120555144256,high,medium,high,medium,medium,1
trend=high|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=2,0.13949801575438656,0.13854752591073216,0.1361964938839862,SELL,0.0009504898436543952,high,low,medium,medium,medium,2
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=1,0.124699805548034,0.1374791042794548,0.133069225011748,HOLD,0.004409879267706807,high,low,medium,low,medium,1
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=medium|lots=1,0.15262824142394868,0.160764718758905,0.16245831211492776,BUY,0.00169359335602276,high,medium,high,high,medium,1
trend=high|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=1,0.11274806284319444,0.12421120815772581,0.11993442729570573,HOLD,0.004276780862020074,high,high,low,medium,medium,1
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=1,0.13658887745655024,0.14195487362479506,0.1477882022006249,BUY,0.005833328575829855,high,high,medium,medium,medium,1
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=3,0.14165395445132317,0.03363472344085493,0.03432065428388828,SELL,0.10733330016743489,high,medium,medium,high,medium,3
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=3,0.12907699123748387,0.03343633775489749,0.026913538649243274,SELL,0.09564065348258638,high,low,medium,low,medium,3
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.13107849262821464,0.1324944689661282,0.1334342418687526,BUY,0.0009397729026243973,high,low,medium,high,low,4
trend=high|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.1272631529877547,0.1327854410916402,0.12709176697002683,HOLD,0.005522288103885498,high,medium,medium,high,low,4
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=medium|lots=0,0.12433334017179129,0.12474862130288772,0.12394713449484296,HOLD,0.00041528113109642883,high,low,medium,high,medium,0
trend=high|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=1,0.1252750471481174,0.1291548006453325,0.12478107406860114,HOLD,0.0038797534972150882,high,high,medium,low,medium,1
trend=high|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.12098073852107069,0.12453816319131818,0.12493862598820484,BUY,0.0004004627968866581,high,low,medium,low,low,4
trend=medium|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.09449115298795865,0.09313879927732166,0.10079428658986683,BUY,0.0063031336019081785,medium,low,medium,medium,low,3
trend=medium|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=4,0.09052215461531972,0.09115783183604176,0.09279262121833708,BUY,0.001634789382295318,medium,low,medium,medium,low,4
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=4,0.09688912394833718,0.09769432858283973,0.0965694921356006,HOLD,0.0008052046345025515,medium,medium,medium,medium,low,4
trend=medium|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=4,0.08351210410811473,0.0767886521385072,0.07632770131434795,SELL,0.0067234519696075246,medium,low,low,high,low,4
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=4,0.08398123753225584,0.08296966054171781,0.08856436201057223,BUY,0.004583124478316394,medium,high,low,low,low,4
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=4,0.09640918724641492,0.09363031344847307,0.10940907731477875,BUY,0.012999890068363829,medium,medium,low,high,low,4
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=2,0.08021592014242716,0.0785248621815003,0.07849737970245557,SELL,0.0016910579609268617,medium,high,low,high,low,2
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=2,0.09742587081189118,0.09631343817826671,0.10755361825408642,BUY,0.010127747442195245,medium,medium,medium,medium,high,2
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=high|lots=2,0.10461151515847288,0.10131947024526285,0.10746994974534,BUY,0.0028584345868671174,medium,high,low,high,high,2
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=2,0.11255187746555395,0.11595186749584978,0.11957844068390107,BUY,0.003626573188051291,medium,high,low,low,high,2
trend=medium|volume=high|volatility=low|recent_return=medium|sec_ai=high|lots=2,0.11241556707536149,0.11296422937066442,0.1199945125910068,BUY,0.0070302832203423815,medium,high,low,medium,high,2
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=2,0.13331021725600567,0.13019855231283567,0.1336689371478776,BUY,0.000358719891871917,high,high,medium,high,medium,2
trend=high|volume=high|volatility=low|recent_return=medium|sec_ai=high|lots=2,0.11387973113860989,0.1141572642261413,0.11462940978972525,BUY,0.00047214556358395054,high,high,low,medium,high,2
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=2,0.10830562029809417,0.12417964583131991,0.1088406169784836,HOLD,0.015339028852836306,medium,low,low,medium,high,2
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=2,0.12090390919730737,0.12488251086669487,0.129230303750726,BUY,0.004347792884031129,medium,low,low,low,high,2
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=medium|lots=0,0.09934406695232713,0.10224911468652884,0.09950066878954145,HOLD,0.0027484458969873893,medium,high,low,high,medium,0
trend=high|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=4,0.1206169356429534,0.12730019303956377,0.11977285093826276,HOLD,0.006683257396610381,high,low,medium,high,high,4
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=high|lots=4,0.12256382108629144,0.12282110569841209,0.13157922606683384,BUY,0.008758120368421746,high,high,medium,medium,high,4
trend=high|volume=high|volatility=medium|recent_return=low|sec_ai=high|lots=4,0.121808240445492,0.12308119961541614,0.14065821305421067,BUY,0.01757701343879453,high,high,medium,low,high,4
trend=high|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.14523867968694817,0.13029777610022839,0.1302259483552966,SELL,0.01494090358671979,high,high,medium,medium,low,3
trend=high|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=0,0.10560917961310783,0.10567392938147677,0.10708877213611684,BUY,0.0014148427546400721,high,low,low,low,medium,0
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=3,0.11435402137009587,0.10064707478504903,0.10362462256388803,SELL,0.010729398806207838,medium,low,low,medium,high,3
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=medium|lots=0,0.10813278368543322,0.10745004549801342,0.11080758346219938,BUY,0.002674799776766157,medium,high,low,low,medium,0
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=high|lots=4,0.11417648413520236,0.10047427088083555,0.10869940825530204,SELL,0.005477075879900317,medium,medium,low,medium,high,4
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=high|lots=4,0.11818009959161851,0.10185059853418967,0.10191469923693525,SELL,0.016265400354683268,medium,medium,low,low,high,4
trend=medium|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=0,0.10935198824312742,0.11240020288512448,0.12037262870210977,BUY,0.00797242581698529,medium,high,low,medium,medium,0
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=4,0.11129416292347388,0.10757542435471489,0.11232336612487778,BUY,0.0010292032014038999,medium,low,low,medium,high,4
trend=high|volume=low|volatility=low|recent_return=high|sec_ai=high|lots=4,0.12133714821399871,0.1211904524244847,0.12498441017135599,BUY,0.0036472619573572757,high,low,low,high,high,4
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=high|lots=2,0.11613977638993941,0.11991839809567884,0.12364232162383917,BUY,0.003723923528160339,high,medium,low,medium,high,2
trend=high|volume=medium|volatility=low|recent_return=low|sec_ai=medium|lots=1,0.10598713887135269,0.12664935214440645,0.12120526300035042,HOLD,0.00544408914405603,high,medium,low,low,medium,1
trend=high|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=3,0.11907163705019969,0.12186303184355005,0.11776200685959885,HOLD,0.0027913947933503602,high,low,low,high,low,3
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=2,0.1066408160211518,0.10323127743047765,0.1312884091153743,BUY,0.024647593094222486,high,medium,low,medium,low,2
trend=high|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=3,0.12366791686683731,0.10510489354574717,0.14198156149617325,BUY,0.018313644629335935,high,medium,high,high,high,3
trend=high|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.13102070281998182,0.12680821661977298,0.1272646940400648,SELL,0.003756008779917025,high,medium,medium,low,low,4
trend=high|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.14142371144599436,0.15058428404890206,0.14270878874872217,HOLD,0.007875495300179891,high,high,medium,high,low,4
trend=high|volume=medium|volatility=low|recent_return=low|sec_ai=low|lots=2,0.11250827938122102,0.12181280594342667,0.11329447189182534,HOLD,0.008518334051601323,high,medium,low,low,low,2
trend=high|volume=high|volatility=low|recent_return=high|sec_ai=high|lots=4,0.11675137681811792,0.1167134020131555,0.1196720873481315,BUY,0.0029207105300135816,high,high,low,high,high,4
trend=low|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=2,0.07262241561215955,0.07258655741430756,0.07148472122501705,SELL,3.58581978519984e-05,low,high,low,low,high,2
trend=low|volume=medium|volatility=low|recent_return=medium|sec_ai=high|lots=2,0.07448280639351858,0.07356412138863441,0.07419635472755198,SELL,0.00028645166596659444,low,medium,low,medium,high,2
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=3,0.07898262000593065,0.07284674901161782,0.0673386928667214,SELL,0.006135870994312828,low,low,low,low,high,3
trend=low|volume=low|volatility=high|recent_return=high|sec_ai=high|lots=4,0.07814577089467657,0.07791518369036855,0.0780107577310595,SELL,0.0001350131636170676,low,low,high,high,high,4
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=high|lots=4,0.07614831618000295,0.07637376634314914,0.07616545386831612,HOLD,0.0002083124748330223,low,medium,high,medium,high,4
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=4,0.07715990399623836,0.07555384720628573,0.07379096773503542,SELL,0.0016060567899526257,low,low,medium,low,high,4
trend=low|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=4,0.07805385556073152,0.07630642395625742,0.0758367076921261,SELL,0.0017474316044741034,low,low,high,low,high,4
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=4,0.07538153949881594,0.0750816965565026,0.07911016985289362,BUY,0.0037286303540776805,low,high,high,medium,high,4
trend=low|volume=low|volatility=high|recent_return=medium|sec_ai=high|lots=4,0.07748049048990638,0.07732987617479266,0.0775316273541044,BUY,5.113686419802588e-05,low,low,high,medium,high,4
trend=medium|volume=low|volatility=high|recent_return=high|sec_ai=high|lots=4,0.08050971699385404,0.0810837935131701,0.0797527429466274,HOLD,0.0005740765193160691,medium,low,high,high,high,4
trend=medium|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=4,0.09153978285505499,0.017915544979157004,0.01530607762876835,SELL,0.07362423787589797,medium,high,high,medium,high,4
trend=medium|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=2,0.08772971293121865,0.08755640700715352,0.08721775905320006,SELL,0.00017330592406512857,medium,high,high,medium,high,2
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.13422044827729193,0.14292443530308208,0.13729297636507892,HOLD,0.005631458938003153,high,medium,high,medium,low,4
trend=high|volume=low|volatility=high|recent_return=low|sec_ai=low|lots=4,0.1283504063280008,0.130587951434,0.13408361784422135,BUY,0.0034956664102213375,high,low,high,low,low,4
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=1,0.1349844965075668,0.13967598012528365,0.14362151790183458,BUY,0.003945537776550934,high,medium,medium,medium,medium,1
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=medium|lots=2,0.15875684831239295,0.16824022626545665,0.1584978741557992,HOLD,0.009483377953063699,high,high,high,high,medium,2
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=medium|lots=2,0.16153238514198603,0.16315288263106043,0.1716888033188045,BUY,0.008535920687744086,high,medium,high,medium,medium,2
trend=high|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=2,0.14010481281032278,0.14107154405078226,0.12370156384609139,HOLD,0.0009667312404594841,high,medium,medium,medium,medium,2
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=4,0.08731968875536267,0.09114324441162912,0.08816890724557508,HOLD,0.002974337166054039,medium,low,low,medium,low,4
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=2,0.08654701990897144,0.08901808054312584,0.09088947162093053,BUY,0.0018713910778046933,medium,medium,low,high,low,2
trend=medium|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=3,0.10228026911540397,0.10146351564555314,0.0937962878221796,SELL,0.0008167534698508283,medium,high,medium,medium,low,3
trend=high|volume=medium|volatility=low|recent_return=low|sec_ai=medium|lots=2,0.07847462570666727,0.08797749739676906,0.13383601060757497,BUY,0.045858513210805904,high,medium,low,low,medium,2
trend=high|volume=medium|volatility=high|recent_return=medium|sec_ai=high|lots=4,0.11958452085909238,0.11382551050601597,0.11363236541365564,SELL,0.00575901035307641,high,medium,high,medium,high,4
trend=medium|volume=low|volatility=low|recent_return=high|sec_ai=medium|lots=0,0.09422711753283859,0.08306459129156542,0.07205556765945911,SELL,0.011162526241273174,medium,low,low,high,medium,0
trend=medium|volume=low|volatility=low|recent_return=high|sec_ai=high|lots=2,0.11001067179310606,0.10418956928609284,0.10624470744504555,SELL,0.0037659643480605076,medium,low,low,high,high,2
trend=high|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.13399210602858255,0.13625165428394648,0.13156535141814177,HOLD,0.0022595482553639246,high,low,high,medium,low,4
trend=low|volume=low|volatility=nan|recent_return=low|sec_ai=low|lots=3,0.03978168550665574,0.01877370416975398,0.002498018307693292,SELL,0.021007981336901762,low,low,nan,low,low,3
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=4,0.08101571907396861,0.08282860385748166,0.07891890824032541,HOLD,0.0018128847835130468,low,low,low,low,low,4
trend=low|volume=high|volatility=high|recent_return=high|sec_ai=medium|lots=3,0.08880215797327086,0.08223455963831883,0.07139049473907058,SELL,0.006567598334952032,low,high,high,high,medium,3
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=medium|lots=3,0.08313983133211313,0.07771455080811623,0.054793395775286996,SELL,0.005425280523996892,low,medium,high,medium,medium,3
trend=low|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=4,0.07909093668103877,0.07747604936175323,0.07713873794017488,SELL,0.0016148873192855379,low,high,high,low,low,4
trend=low|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=4,0.0762412686934051,0.07842968325023802,0.07691937428786758,HOLD,0.001510308962370449,low,high,high,high,low,4
trend=low|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=4,0.0784145791465975,0.07858886011417068,0.08017975072755246,BUY,0.0015908906133817735,low,medium,high,high,low,4
trend=low|volume=medium|volatility=high|recent_return=low|sec_ai=low|lots=4,0.0809951870028223,0.08187047202743668,0.0828913978167818,BUY,0.001020925789345123,low,medium,high,low,low,4
trend=low|volume=low|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.07927615064310899,0.08017356876534529,0.07887557080369717,HOLD,0.0008974181222363015,low,low,high,medium,low,4
trend=low|volume=high|volatility=high|recent_return=high|sec_ai=medium|lots=4,0.03150287693607075,0.06938880137464899,0.010135377118702991,HOLD,0.037885924438578245,low,high,high,high,medium,4
trend=low|volume=low|volatility=high|recent_return=medium|sec_ai=medium|lots=3,0.08818261998504823,0.08594356107816496,0.08463028737956915,SELL,0.002239058906883265,low,low,high,medium,medium,3
trend=low|volume=medium|volatility=high|recent_return=low|sec_ai=medium|lots=3,0.08691600875016213,0.07068487890478044,0.07278278429075219,SELL,0.01413322445940994,low,medium,high,low,medium,3
trend=low|volume=low|volatility=high|recent_return=high|sec_ai=medium|lots=3,0.08625577313214614,0.08571444901941325,0.08520448400669964,SELL,0.0005413241127328883,low,low,high,high,medium,3
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=medium|lots=4,0.08120978564931826,0.016566937794606586,0.03275310878845697,SELL,0.04845667686086129,low,low,medium,high,medium,4
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=3,0.07796211798866994,0.08051777872422353,0.07939387184233071,HOLD,0.0011239068818928166,low,low,medium,low,medium,3
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=1,0.06724140214251317,0.07940950940729954,0.07837890913012813,HOLD,0.0010306002771714173,low,low,low,low,high,1
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=medium|lots=2,0.0717791470539903,0.07242764712405579,0.07204490110209805,HOLD,0.00038274602195774443,low,low,low,high,medium,2
trend=medium|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=4,0.0722549226989468,0.06400701736154525,0.06909830455393305,SELL,0.003156618145013751,medium,high,high,high,high,4
trend=medium|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.098986995008138,0.09497528447145565,0.09205445617912678,SELL,0.004011710536682353,medium,low,medium,low,low,4
trend=medium|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.09358837603336764,0.09247843570183918,0.09439983876845263,BUY,0.0008114627350849918,medium,low,medium,high,low,4
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=4,0.08123499932003522,0.08316034594822189,0.0812222993620195,HOLD,0.0019253466281866638,medium,medium,medium,low,low,4
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.10367263875657373,0.09438906298638214,0.09577657290120138,SELL,0.00789606585537235,medium,high,medium,high,low,4
trend=high|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=4,0.14239004086117288,0.12871654977130403,0.12744327949319303,SELL,0.013673491089868844,high,high,high,low,low,4
trend=high|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=4,0.1320800423053337,0.12561418560340726,0.1321652807388914,BUY,8.523843355767724e-05,high,medium,high,low,high,4
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=low|lots=4,0.08219138796377634,0.08067347614308722,0.07986511965752988,SELL,0.0015179118206891246,medium,medium,low,low,low,4
trend=medium|volume=high|volatility=low|recent_return=medium|sec_ai=high|lots=1,0.10379615783944564,0.10751511177314539,0.11775913203622433,BUY,0.01024402026307894,medium,high,low,medium,high,1
trend=medium|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=2,0.07933861158005368,0.07716186021903416,0.0778327309188432,SELL,0.0015058806612104764,medium,low,low,high,low,2
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=medium|lots=1,0.11557928113490211,0.11299694030419838,0.08144256655482407,SELL,0.0025823408307037304,medium,high,low,low,medium,1
trend=high|volume=high|volatility=low|recent_return=medium|sec_ai=high|lots=4,0.1220207085893133,0.12372028660836543,0.12207741881842181,HOLD,0.0016428677899436167,high,high,low,medium,high,4
trend=high|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=2,0.11365933814045458,0.11282218469215662,0.11795417514158214,BUY,0.004294837001127566,high,low,low,low,low,2
trend=high|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=4,0.11137021566685053,0.11969731650381928,0.12149007391150123,BUY,0.0017927574076819497,high,medium,low,medium,low,4
trend=high|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=4,0.11808913697184095,0.11956469747453541,0.11683746445434665,HOLD,0.0014755605026944563,high,medium,low,high,low,4
trend=low|volume=medium|volatility=nan|recent_return=high|sec_ai=low|lots=1,0.08548909244165671,0.0892238985095564,0.0893769507926217,BUY,0.00015305228306529417,low,medium,nan,high,low,1
trend=high|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=4,0.13184741111857223,0.13953983219497917,0.12953238574410691,HOLD,0.007692421076406941,high,high,high,high,low,4
trend=medium|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=2,0.01297003679137635,0.06094251163561854,0.017273607714630497,HOLD,0.043668903920988045,medium,high,low,medium,medium,2
trend=high|volume=high|volatility=low|recent_return=low|sec_ai=medium|lots=2,0.11572124024608937,0.022967135709441183,0.0248409772819852,SELL,0.09088026296410417,high,high,low,low,medium,2
trend=high|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=2,0.005413324580511281,0.025963989307182207,0.11972664731064121,BUY,0.09376265800345901,high,low,low,low,medium,2
trend=low|volume=nan|volatility=nan|recent_return=low|sec_ai=low|lots=1,0.0858832398595048,0.09359231135698518,0.09350168468379545,HOLD,9.062667318972262e-05,low,nan,nan,low,low,1
trend=low|volume=high|volatility=nan|recent_return=medium|sec_ai=low|lots=2,0.08501134429973525,0.08482822786816331,0.08543499032285207,BUY,0.00042364602311681376,low,high,nan,medium,low,2
trend=low|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=4,0.07505390032780387,0.07233762834239373,0.07413165150865643,SELL,0.0009222488191474448,low,high,low,low,high,4
trend=low|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=2,0.08183476250518484,0.08291595818558115,0.0803268018865464,HOLD,0.0010811956803963019,low,high,medium,medium,medium,2
trend=low|volume=medium|volatility=low|recent_return=low|sec_ai=high|lots=3,0.07875252085096629,0.07801943083312714,0.07761164667880945,SELL,0.0007330900178391525,low,medium,low,low,high,3
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=medium|lots=3,0.04939281046533175,0.06011240865017154,0.07561074483970995,BUY,0.015498336189538407,low,low,low,high,medium,3
trend=low|volume=medium|volatility=low|recent_return=high|sec_ai=high|lots=3,0.0776074289027072,0.079389061522918,0.07741372489170426,HOLD,0.0017816326202107907,low,medium,low,high,high,3
